,Unnamed: 0,year,industry_code_ANZSIC,industry_name_ANZSIC,rme_size_grp,variable,value,unit,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15
7242,7242,2015,M,"Professional, Scientific and Technical Services",i_Industry_Total,Operating profit before tax,5038,DOLLARS(millions),,,,,,,,,
7243,7243,2015,M,"Professional, Scientific and Technical Services",i_Industry_Total,Total assets,55761,DOLLARS(millions),,,,,,,,,
7244,7244,2015,M,"Professional, Scientific and Technical Services",i_Industry_Total,Fixed tangible assets,4466,DOLLARS(millions),,,,,,,,,
7245,7245,2015,N,Administrative and Support Services,a_0,Activity unit,10509,COUNT,,,,,,,,,
7246,7246,2015,N,Administrative and Support Services,a_0,Rolling mean employees,0,COUNT,,,,,,,,,
7247,7247,2015,N,Administrative and Support Services,a_0,Salaries and wages paid,194,DOLLARS(millions),,,,,,,,,
7248,7248,2015,N,Administrative and Support Services,a_0,"Sales, government funding, grants and subsidies",1443,DOLLARS(millions),,,,,,,,,
7249,7249,2015,N,Administrative and Support Services,a_0,Total income,1506,DOLLARS(millions),,,,,,,,,
7250,7250,2015,N,Administrative and Support Services,a_0,Total expenditure,1283,DOLLARS(millions),,,,,,,,,
7251,7251,2015,N,Administrative and Support Services,a_0,Operating profit before tax,219,DOLLARS(millions),,,,,,,,,
7252,7252,2015,N,Administrative and Support Services,a_0,Total assets,1986,DOLLARS(millions),,,,,,,,,
7253,7253,2015,N,Administrative and Support Services,a_0,Fixed tangible assets,889,DOLLARS(millions),,,,,,,,,
7254,7254,2015,N,Administrative and Support Services,b_1-5,Activity unit,4425,COUNT,,,,,,,,,
7255,7255,2015,N,Administrative and Support Services,b_1-5,Rolling mean employees,8244,COUNT,,,,,,,,,
7256,7256,2015,N,Administrative and Support Services,b_1-5,Salaries and wages paid,357,DOLLARS(millions),,,,,,,,,
7257,7257,2015,N,Administrative and Support Services,b_1-5,"Sales, government funding, grants and subsidies",1028,DOLLARS(millions),,,,,,,,,
7258,7258,2015,N,Administrative and Support Services,b_1-5,Total income,1055,DOLLARS(millions),,,,,,,,,
7259,7259,2015,N,Administrative and Support Services,b_1-5,Total expenditure,977,DOLLARS(millions),,,,,,,,,
7260,7260,2015,N,Administrative and Support Services,b_1-5,Operating profit before tax,78,DOLLARS(millions),,,,,,,,,
7261,7261,2015,N,Administrative and Support Services,b_1-5,Total assets,1184,DOLLARS(millions),,,,,,,,,
7262,7262,2015,N,Administrative and Support Services,b_1-5,Fixed tangible assets,349,DOLLARS(millions),,,,,,,,,
7263,7263,2015,N,Administrative and Support Services,c_6-9,Activity unit,675,COUNT,,,,,,,,,
7264,7264,2015,N,Administrative and Support Services,c_6-9,Rolling mean employees,4845,COUNT,,,,,,,,,
7265,7265,2015,N,Administrative and Support Services,c_6-9,Salaries and wages paid,186,DOLLARS(millions),,,,,,,,,
7266,7266,2015,N,Administrative and Support Services,c_6-9,"Sales, government funding, grants and subsidies",457,DOLLARS(millions),,,,,,,,,
7267,7267,2015,N,Administrative and Support Services,c_6-9,Total income,470,DOLLARS(millions),,,,,,,,,
7268,7268,2015,N,Administrative and Support Services,c_6-9,Total expenditure,441,DOLLARS(millions),,,,,,,,,
7269,7269,2015,N,Administrative and Support Services,c_6-9,Operating profit before tax,41,DOLLARS(millions),,,,,,,,,
7270,7270,2015,N,Administrative and Support Services,c_6-9,Total assets,355,DOLLARS(millions),,,,,,,,,
7271,7271,2015,N,Administrative and Support Services,c_6-9,Fixed tangible assets,99,DOLLARS(millions),,,,,,,,,
7272,7272,2015,N,Administrative and Support Services,d_10-19,Activity unit,540,COUNT,,,,,,,,,
7273,7273,2015,N,Administrative and Support Services,d_10-19,Rolling mean employees,7119,COUNT,,,,,,,,,
7274,7274,2015,N,Administrative and Support Services,d_10-19,Salaries and wages paid,302,DOLLARS(millions),,,,,,,,,
7275,7275,2015,N,Administrative and Support Services,d_10-19,"Sales, government funding, grants and subsidies",913,DOLLARS(millions),,,,,,,,,
7276,7276,2015,N,Administrative and Support Services,d_10-19,Total income,954,DOLLARS(millions),,,,,,,,,
7277,7277,2015,N,Administrative and Support Services,d_10-19,Total expenditure,847,DOLLARS(millions),,,,,,,,,
7278,7278,2015,N,Administrative and Support Services,d_10-19,Operating profit before tax,108,DOLLARS(millions),,,,,,,,,
7279,7279,2015,N,Administrative and Support Services,d_10-19,Total assets,558,DOLLARS(millions),,,,,,,,,
7280,7280,2015,N,Administrative and Support Services,d_10-19,Fixed tangible assets,130,DOLLARS(millions),,,,,,,,,
7281,7281,2015,N,Administrative and Support Services,e_20-49,Activity unit,315,COUNT,,,,,,,,,
7282,7282,2015,N,Administrative and Support Services,e_20-49,Rolling mean employees,9567,COUNT,,,,,,,,,
7283,7283,2015,N,Administrative and Support Services,e_20-49,Salaries and wages paid,392,DOLLARS(millions),,,,,,,,,
7284,7284,2015,N,Administrative and Support Services,e_20-49,"Sales, government funding, grants and subsidies",921,DOLLARS(millions),,,,,,,,,
7285,7285,2015,N,Administrative and Support Services,e_20-49,Total income,971,DOLLARS(millions),,,,,,,,,
7286,7286,2015,N,Administrative and Support Services,e_20-49,Total expenditure,890,DOLLARS(millions),,,,,,,,,
7287,7287,2015,N,Administrative and Support Services,e_20-49,Operating profit before tax,78,DOLLARS(millions),,,,,,,,,
7288,7288,2015,N,Administrative and Support Services,e_20-49,Total assets,905,DOLLARS(millions),,,,,,,,,
7289,7289,2015,N,Administrative and Support Services,e_20-49,Fixed tangible assets,142,DOLLARS(millions),,,,,,,,,
7290,7290,2015,N,Administrative and Support Services,f_50-99,Activity unit,132,COUNT,,,,,,,,,
7291,7291,2015,N,Administrative and Support Services,f_50-99,Rolling mean employees,9774,COUNT,,,,,,,,,
7292,7292,2015,N,Administrative and Support Services,f_50-99,Salaries and wages paid,292,DOLLARS(millions),,,,,,,,,
7293,7293,2015,N,Administrative and Support Services,f_50-99,"Sales, government funding, grants and subsidies",634,DOLLARS(millions),,,,,,,,,
7294,7294,2015,N,Administrative and Support Services,f_50-99,Total income,649,DOLLARS(millions),,,,,,,,,
7295,7295,2015,N,Administrative and Support Services,f_50-99,Total expenditure,605,DOLLARS(millions),,,,,,,,,
7296,7296,2015,N,Administrative and Support Services,f_50-99,Operating profit before tax,51,DOLLARS(millions),,,,,,,,,
7297,7297,2015,N,Administrative and Support Services,f_50-99,Total assets,882,DOLLARS(millions),,,,,,,,,
7298,7298,2015,N,Administrative and Support Services,f_50-99,Fixed tangible assets,129,DOLLARS(millions),,,,,,,,,
7299,7299,2015,N,Administrative and Support Services,g_100-199,Activity unit,78,COUNT,,,,,,,,,
7300,7300,2015,N,Administrative and Support Services,g_100-199,Rolling mean employees,11343,COUNT,,,,,,,,,
7301,7301,2015,N,Administrative and Support Services,g_100-199,Salaries and wages paid,389,DOLLARS(millions),,,,,,,,,
7302,7302,2015,N,Administrative and Support Services,g_100-199,"Sales, government funding, grants and subsidies",790,DOLLARS(millions),,,,,,,,,
7303,7303,2015,N,Administrative and Support Services,g_100-199,Total income,815,DOLLARS(millions),,,,,,,,,
7304,7304,2015,N,Administrative and Support Services,g_100-199,Total expenditure,758,DOLLARS(millions),,,,,,,,,
7305,7305,2015,N,Administrative and Support Services,g_100-199,Operating profit before tax,49,DOLLARS(millions),,,,,,,,,
7306,7306,2015,N,Administrative and Support Services,g_100-199,Total assets,385,DOLLARS(millions),,,,,,,,,
7307,7307,2015,N,Administrative and Support Services,g_100-199,Fixed tangible assets,95,DOLLARS(millions),,,,,,,,,
7308,7308,2015,N,Administrative and Support Services,h_200+,Activity unit,72,COUNT,,,,,,,,,
7309,7309,2015,N,Administrative and Support Services,h_200+,Rolling mean employees,49971,COUNT,,,,,,,,,
7310,7310,2015,N,Administrative and Support Services,h_200+,Salaries and wages paid,1275,DOLLARS(millions),,,,,,,,,
7311,7311,2015,N,Administrative and Support Services,h_200+,"Sales, government funding, grants and subsidies",2624,DOLLARS(millions),,,,,,,,,
7312,7312,2015,N,Administrative and Support Services,h_200+,Total income,2640,DOLLARS(millions),,,,,,,,,
7313,7313,2015,N,Administrative and Support Services,h_200+,Total expenditure,2609,DOLLARS(millions),,,,,,,,,
7314,7314,2015,N,Administrative and Support Services,h_200+,Operating profit before tax,119,DOLLARS(millions),,,,,,,,,
7315,7315,2015,N,Administrative and Support Services,h_200+,Total assets,1388,DOLLARS(millions),,,,,,,,,
7316,7316,2015,N,Administrative and Support Services,h_200+,Fixed tangible assets,332,DOLLARS(millions),,,,,,,,,
7317,7317,2015,N,Administrative and Support Services,i_Industry_Total,Activity unit,16746,COUNT,,,,,,,,,
7318,7318,2015,N,Administrative and Support Services,i_Industry_Total,Rolling mean employees,100863,COUNT,,,,,,,,,
7319,7319,2015,N,Administrative and Support Services,i_Industry_Total,Salaries and wages paid,3386,DOLLARS(millions),,,,,,,,,
7320,7320,2015,N,Administrative and Support Services,i_Industry_Total,"Sales, government funding, grants and subsidies",8810,DOLLARS(millions),,,,,,,,,
7321,7321,2015,N,Administrative and Support Services,i_Industry_Total,Total income,9061,DOLLARS(millions),,,,,,,,,
7322,7322,2015,N,Administrative and Support Services,i_Industry_Total,Total expenditure,8410,DOLLARS(millions),,,,,,,,,
7323,7323,2015,N,Administrative and Support Services,i_Industry_Total,Operating profit before tax,743,DOLLARS(millions),,,,,,,,,
7324,7324,2015,N,Administrative and Support Services,i_Industry_Total,Total assets,7643,DOLLARS(millions),,,,,,,,,
7325,7325,2015,N,Administrative and Support Services,i_Industry_Total,Fixed tangible assets,2165,DOLLARS(millions),,,,,,,,,
7326,7326,2015,O,Public Administration and Safety,a_0,Activity unit,516,COUNT,,,,,,,,,
7327,7327,2015,O,Public Administration and Safety,a_0,Rolling mean employees,0,COUNT,,,,,,,,,
7328,7328,2015,O,Public Administration and Safety,a_0,Salaries and wages paid,25,DOLLARS(millions),,,,,,,,,
7329,7329,2015,O,Public Administration and Safety,a_0,"Sales, government funding, grants and subsidies",C,DOLLARS(millions),,,,,,,,,
7330,7330,2015,O,Public Administration and Safety,a_0,Total income,163,DOLLARS(millions),,,,,,,,,
7331,7331,2015,O,Public Administration and Safety,a_0,Total expenditure,143,DOLLARS(millions),,,,,,,,,
7332,7332,2015,O,Public Administration and Safety,a_0,Operating profit before tax,18,DOLLARS(millions),,,,,,,,,
7333,7333,2015,O,Public Administration and Safety,a_0,Total assets,C,DOLLARS(millions),,,,,,,,,
7334,7334,2015,O,Public Administration and Safety,a_0,Fixed tangible assets,32,DOLLARS(millions),,,,,,,,,
7335,7335,2015,O,Public Administration and Safety,b_1-5,Activity unit,300,COUNT,,,,,,,,,
7336,7336,2015,O,Public Administration and Safety,b_1-5,Rolling mean employees,618,COUNT,,,,,,,,,
7337,7337,2015,O,Public Administration and Safety,b_1-5,Salaries and wages paid,31,DOLLARS(millions),,,,,,,,,
7338,7338,2015,O,Public Administration and Safety,b_1-5,"Sales, government funding, grants and subsidies",87,DOLLARS(millions),,,,,,,,,
7339,7339,2015,O,Public Administration and Safety,b_1-5,Total income,88,DOLLARS(millions),,,,,,,,,
7340,7340,2015,O,Public Administration and Safety,b_1-5,Total expenditure,80,DOLLARS(millions),,,,,,,,,
7341,7341,2015,O,Public Administration and Safety,b_1-5,Operating profit before tax,8,DOLLARS(millions),,,,,,,,,
7342,7342,2015,O,Public Administration and Safety,b_1-5,Total assets,47,DOLLARS(millions),,,,,,,,,
7343,7343,2015,O,Public Administration and Safety,b_1-5,Fixed tangible assets,10,DOLLARS(millions),,,,,,,,,
7344,7344,2015,O,Public Administration and Safety,c_6-9,Activity unit,87,COUNT,,,,,,,,,
7345,7345,2015,O,Public Administration and Safety,c_6-9,Rolling mean employees,600,COUNT,,,,,,,,,
7346,7346,2015,O,Public Administration and Safety,c_6-9,Salaries and wages paid,24,DOLLARS(millions),,,,,,,,,
7347,7347,2015,O,Public Administration and Safety,c_6-9,"Sales, government funding, grants and subsidies",54,DOLLARS(millions),,,,,,,,,
7348,7348,2015,O,Public Administration and Safety,c_6-9,Total income,54,DOLLARS(millions),,,,,,,,,
7349,7349,2015,O,Public Administration and Safety,c_6-9,Total expenditure,51,DOLLARS(millions),,,,,,,,,
7350,7350,2015,O,Public Administration and Safety,c_6-9,Operating profit before tax,3,DOLLARS(millions),,,,,,,,,
7351,7351,2015,O,Public Administration and Safety,c_6-9,Total assets,C,DOLLARS(millions),,,,,,,,,
7352,7352,2015,O,Public Administration and Safety,c_6-9,Fixed tangible assets,7,DOLLARS(millions),,,,,,,,,
7353,7353,2015,O,Public Administration and Safety,d_10-19,Activity unit,60,COUNT,,,,,,,,,
7354,7354,2015,O,Public Administration and Safety,d_10-19,Rolling mean employees,759,COUNT,,,,,,,,,
7355,7355,2015,O,Public Administration and Safety,d_10-19,Salaries and wages paid,26,DOLLARS(millions),,,,,,,,,
7356,7356,2015,O,Public Administration and Safety,d_10-19,"Sales, government funding, grants and subsidies",61,DOLLARS(millions),,,,,,,,,
7357,7357,2015,O,Public Administration and Safety,d_10-19,Total income,65,DOLLARS(millions),,,,,,,,,
7358,7358,2015,O,Public Administration and Safety,d_10-19,Total expenditure,57,DOLLARS(millions),,,,,,,,,
7359,7359,2015,O,Public Administration and Safety,d_10-19,Operating profit before tax,7,DOLLARS(millions),,,,,,,,,
7360,7360,2015,O,Public Administration and Safety,d_10-19,Total assets,31,DOLLARS(millions),,,,,,,,,
7361,7361,2015,O,Public Administration and Safety,d_10-19,Fixed tangible assets,7,DOLLARS(millions),,,,,,,,,
7362,7362,2015,O,Public Administration and Safety,e_20-49,Activity unit,51,COUNT,,,,,,,,,
7363,7363,2015,O,Public Administration and Safety,e_20-49,Rolling mean employees,1629,COUNT,,,,,,,,,
7364,7364,2015,O,Public Administration and Safety,e_20-49,Salaries and wages paid,51,DOLLARS(millions),,,,,,,,,
7365,7365,2015,O,Public Administration and Safety,e_20-49,"Sales, government funding, grants and subsidies",115,DOLLARS(millions),,,,,,,,,
7366,7366,2015,O,Public Administration and Safety,e_20-49,Total income,115,DOLLARS(millions),,,,,,,,,
7367,7367,2015,O,Public Administration and Safety,e_20-49,Total expenditure,103,DOLLARS(millions),,,,,,,,,
7368,7368,2015,O,Public Administration and Safety,e_20-49,Operating profit before tax,13,DOLLARS(millions),,,,,,,,,
7369,7369,2015,O,Public Administration and Safety,e_20-49,Total assets,50,DOLLARS(millions),,,,,,,,,
7370,7370,2015,O,Public Administration and Safety,e_20-49,Fixed tangible assets,12,DOLLARS(millions),,,,,,,,,
7371,7371,2015,O,Public Administration and Safety,f_50-99,Activity unit,9,COUNT,,,,,,,,,
7372,7372,2015,O,Public Administration and Safety,f_50-99,Rolling mean employees,687,COUNT,,,,,,,,,
7373,7373,2015,O,Public Administration and Safety,f_50-99,Salaries and wages paid,28,DOLLARS(millions),,,,,,,,,
7374,7374,2015,O,Public Administration and Safety,f_50-99,"Sales, government funding, grants and subsidies",53,DOLLARS(millions),,,,,,,,,
7375,7375,2015,O,Public Administration and Safety,f_50-99,Total income,53,DOLLARS(millions),,,,,,,,,
7376,7376,2015,O,Public Administration and Safety,f_50-99,Total expenditure,50,DOLLARS(millions),,,,,,,,,
7377,7377,2015,O,Public Administration and Safety,f_50-99,Operating profit before tax,4,DOLLARS(millions),,,,,,,,,
7378,7378,2015,O,Public Administration and Safety,f_50-99,Total assets,33,DOLLARS(millions),,,,,,,,,
7379,7379,2015,O,Public Administration and Safety,f_50-99,Fixed tangible assets,6,DOLLARS(millions),,,,,,,,,
7380,7380,2015,O,Public Administration and Safety,g_100-199,Activity unit,6,COUNT,,,,,,,,,
7381,7381,2015,O,Public Administration and Safety,g_100-199,Rolling mean employees,777,COUNT,,,,,,,,,
7382,7382,2015,O,Public Administration and Safety,g_100-199,Salaries and wages paid,29,DOLLARS(millions),,,,,,,,,
7383,7383,2015,O,Public Administration and Safety,g_100-199,"Sales, government funding, grants and subsidies",57,DOLLARS(millions),,,,,,,,,
7384,7384,2015,O,Public Administration and Safety,g_100-199,Total income,58,DOLLARS(millions),,,,,,,,,
7385,7385,2015,O,Public Administration and Safety,g_100-199,Total expenditure,56,DOLLARS(millions),,,,,,,,,
7386,7386,2015,O,Public Administration and Safety,g_100-199,Operating profit before tax,C,DOLLARS(millions),,,,,,,,,
7387,7387,2015,O,Public Administration and Safety,g_100-199,Total assets,35,DOLLARS(millions),,,,,,,,,
7388,7388,2015,O,Public Administration and Safety,g_100-199,Fixed tangible assets,5,DOLLARS(millions),,,,,,,,,
7389,7389,2015,O,Public Administration and Safety,h_200+,Activity unit,12,COUNT,,,,,,,,,
7390,7390,2015,O,Public Administration and Safety,h_200+,Rolling mean employees,7641,COUNT,,,,,,,,,
7391,7391,2015,O,Public Administration and Safety,h_200+,Salaries and wages paid,318,DOLLARS(millions),,,,,,,,,
7392,7392,2015,O,Public Administration and Safety,h_200+,"Sales, government funding, grants and subsidies",624,DOLLARS(millions),,,,,,,,,
7393,7393,2015,O,Public Administration and Safety,h_200+,Total income,627,DOLLARS(millions),,,,,,,,,
7394,7394,2015,O,Public Administration and Safety,h_200+,Total expenditure,584,DOLLARS(millions),,,,,,,,,
7395,7395,2015,O,Public Administration and Safety,h_200+,Operating profit before tax,43,DOLLARS(millions),,,,,,,,,
7396,7396,2015,O,Public Administration and Safety,h_200+,Total assets,395,DOLLARS(millions),,,,,,,,,
7397,7397,2015,O,Public Administration and Safety,h_200+,Fixed tangible assets,77,DOLLARS(millions),,,,,,,,,
7398,7398,2015,O,Public Administration and Safety,i_Industry_Total,Activity unit,1041,COUNT,,,,,,,,,
7399,7399,2015,O,Public Administration and Safety,i_Industry_Total,Rolling mean employees,12723,COUNT,,,,,,,,,
7400,7400,2015,O,Public Administration and Safety,i_Industry_Total,Salaries and wages paid,531,DOLLARS(millions),,,,,,,,,
7401,7401,2015,O,Public Administration and Safety,i_Industry_Total,"Sales, government funding, grants and subsidies",C,DOLLARS(millions),,,,,,,,,
7402,7402,2015,O,Public Administration and Safety,i_Industry_Total,Total income,1222,DOLLARS(millions),,,,,,,,,
7403,7403,2015,O,Public Administration and Safety,i_Industry_Total,Total expenditure,1125,DOLLARS(millions),,,,,,,,,
7404,7404,2015,O,Public Administration and Safety,i_Industry_Total,Operating profit before tax,C,DOLLARS(millions),,,,,,,,,
